TEXT,LANG
"Ma'âpɨ wa'ârã, akó niirópɨ etâkãrã niîwã. Teeré ĩ'yâgɨ, Etiópiakɨ̃hɨ Filipere “Sõ'ó akó niî'. Yɨ'ɨ̂re mɨ'ɨ̂ wamê yeeta basiósari?” niîkɨ niîwĩ.",tukano
"A'tîro niî'. Mehêkã bahugɨ́ mɨ'ɨ̂ ĩ'yâ'kɨ dɨporópɨre niîmiwĩ. A'tóka tero marimí. Tohô niîmigɨ, be'ropɨ́ ĩ'yâ bahu dutí dihari peepɨ niî'kɨ mɨhátigɨsami. Kɨ̃ɨ̂ pekâ me'epɨ wa'â dohaatoho dɨporo tohô weegɨ́sami. A'ti nukúkãkãharã yã'arã́ mehêkã bahugɨ́re ĩ'yârã, ɨkɨárãsama. Naâ neê waropɨta a'tí di'ta weé nɨ'kari kura naâ wameré katirí pũripɨ ohâ õ'o no'oya marí'kãrã niî tĩharã, tohô wa'ârãsama. Kɨ̃ɨ̂ dɨporópɨ niî'kɨ a'tîro niikã́re marimí. Be'ropɨ́ a'tîgɨsami.",tukano
"Be'ró ni'kâ hora be'ro ãpí tu'tî boo kurese me'ra kɨ̃ɨ̂re niîkɨ niîwĩ: —Niiróta ã'rí kẽ'ra Jesu me'ra niîwĩ. Kɨ̃ɨ́ kẽ'ra Galiléiakɨ̃hɨta niîmi baa, niîkɨ niîwĩ.",tukano
Chaynüta uyalipäculmi llapa nunacunaca licapayllaman camälälila.,urubu-kaapor
"Chaynu pinsapäcuśhanta Jesus śhun'unćhu yaćhalmi nila: “¿Imapïtamá caynu pinsapäcunqui? ¿Imaniytan mas fäsil: ‘Juchayquicunacta pampachaycucñam’ nïchun icha ‘Śhalcuculcul, puñunayquita apaculcul licuyña’ nïchun? Cananmi yaćhanqui cay Rasun Nunap Chulincá, cay pachäćhu juchacunacta pampachänäpä munayniyu caśhäta” nil.",urubu-kaapor
Mayanpis linliyu cal'a Chuya Ispiritu chalapacücunäta nishanta uyaliculcay” nil.,urubu-kaapor
"“Má, nipämay: Juc nuna paćhac uwishninpi jucninta jitapacülul ¿imanantan? ¿Manachun isun ćhunca isunniyu uwishnincunacta lancaycachil chincäcäta ashï intiru ulucta pasacun?",urubu-kaapor
Jinaptinmi uyalï llapan nunacunaca sumä licapayllaman camälälil nipäcula: “Sumä pudirwanmá pay yaćhachin; manam camachicuycäta yaćhachicücunanüllachu” nil.,urubu-kaapor
Cushiculcächun allincäta lulaśhan-laycu ñacäcunaca. Paycunapämi Diospa gubirnun.,urubu-kaapor
"Chayurá imanuy cawsapäcuśhayquitapis allicta tantiacaycäliy. Amatac mana umayünuy'a cawsapäcuychu, sinu'a sumä fisyu-sapa nunanuy cawsapäcuy.",urubu-kaapor
Mana-Israel nunam chalapacun Jesus sänachinanpä Nunacunäta limapayta lluy camacalculmi Jesus yaćhapacünincunawan Capernaum malcäman liculcäla.,urubu-kaapor
"Chayćhu walmiñatacmi: “Masqui chaynu captinpis, taytáy, ayllucunaca usuchishallantapis mallilcälinmá allucunäpis” nin.",urubu-kaapor
Chayćha jinantin pachäćhu nunacunaca payman chalapacullal alcayalcan'a” nil.,urubu-kaapor
Nipäcuptinmi: “Mana lisipäcuśhayqui micuymi micuná cayan” nin.,urubu-kaapor
"Chayurá caycunacta isquirbiycälimuc manam rasuncäta mana lisipäcuśhayquipachu, sinu'a yaćhapäcuśhayquipamá. Jinaman'a yaćhapäcunquiñam rasuncäpi uchuyllapis arti mana yaluycuśhantapis.",urubu-kaapor
"Puydï sasirdüticunam Jesusta wañuchipäcunanpä limanaculcan Ñatac ishcay muyunllañam cacuyäla Libraculcäśhan Fistaćhu Mana Libadürayu Tanta Fistapä. Chayćhümi puydï sasirdüticunäwan, yaćhachicücunaca limanaculcäla artillawan Jesusta chalalcachil wañuchipäcunanpä. Waquinnincunañatacmi: “Cay fistäćhu amalä chalachishunchu; caynüpa nunacunacá yan'alćha chäcunacülunman” nipäcun.",urubu-kaapor
Juc wasićhüña Jesuswan cayalcalmi cay limaśhancäpi yaćhapacünincuna tapuculcäla.,urubu-kaapor
Aśhwanpa Jesusninchicpa ñacawshï-masin capäcuśhayquipi cushiculcay sumä caynin camalacamuptin allicta cushiculcänayquipä.,urubu-kaapor
"Manañatacmi juyu limaycuna, upa limaycuna, nï mana bälï jucman liyä limaycunapis canmanñachu. Aśhwanpa shimiquipi Taytanchicta sulpayta uycuylla yalaycamuchun.",urubu-kaapor
"Chuya Ispiritu uycamäśhanchicpïtam limapan Chalapacü-masïcuna, canan má, Chuya Ispiritu imaymana uycamäśhanchiccunapïta sumä yaćhaycälinayquitam muná.",urubu-kaapor
"quiquinpa aylluncunacta, mastá wasinćhu cäcunäpi mana ucupacücá, Jesusman chalapacuśhantapis ipanchälunñam. Jinaman'a Diosta mana lisï nunacunapïpis mas piyurninlämi cayalcan.",urubu-kaapor
Am chalapacücunäpá cay lumi sumä allin ćhaniyümi. Mana chalapacücunapäñatacmi ichá lulacacun cay nishanca: “Wasi luläcuna jalutacuśhan lumim mas allin puydï chaläninmanlä muyüñä” nil.,urubu-kaapor
Niptinmi Pedro janay pachätapis ñaćhaña ishpicuyan: “¡Manam chay nunacta lisïchu! ¿Pićh cacunpis?” nil. Chaynu niyällaptinmi wallpa wa'amun.,urubu-kaapor
Niptinmi uchucllapis nï mayanninpis ima limalcuytapis atipapäculachu. Chaymi chay muyunpi Jesusta manaña tapućhaculcälañachu.,urubu-kaapor
Niptinmi Jesus: “Quiquilläpi alawacuptí manam uchucllapis pasanmanchu. Aśhwanpa amcuna ‘Diosnïmi’ nipäcuśhayqui quiquin Taytämi altuman julaycaman.,urubu-kaapor
"Niptinmi Jesus nila: “¡Ay, mana chalapacuyniyu nunacuna! ¿Imaycamatan amcunacta awantaśhtin cayäśhä? Má, cayman-ari puśhamuy” nil.",urubu-kaapor
Paymi willacula: “Ya'ap ipäta śhamücämi ya'apïtapis mas munayniyüca cayan. Ya'a manam bälïchu nï camächu śhucuyninpa watullanta pasquiycunalläpäpis.,urubu-kaapor
"Niptinmi: “Ya'apïtá achca dïbicücäpisćha” nin. Niptinmi: “Aw, allintam ninqui” nila.",urubu-kaapor
Chaymi Pablo cachacup puydïninta ayalcul: “Cay walaśhca sumä willacuytam apamuñä. Puydïniquiman willaycunanpä puśhay” nin.,urubu-kaapor
"¿Manachun willacü Elias ya'anchicnu nunalla cala? Pay Tayta Diosta jicutaywan mañacuptinmi quimsa wata partin śhutuycuyllapis nï tamyamulachu. Chaypi yapa mañacuptin'a tamyamulatacmi, talpuycunapis ishpilatacmi.",urubu-kaapor
"Niptinmi: “Limapäśhüniquimá, chay nishayquica cayá” nin.",urubu-kaapor
Waywa talcamuptinmi ‘usyämun'am’ nipäcunqui. Rasunpa chaynümi pasan.,urubu-kaapor
Chayćhümi lluy nunapis licapänacuyllaman camäśha ninaculcäla: “¡Imatan cay'a! ¡Juc licchä yaćhachicuymá! ¡Maynu sumä munayniyu nunatan achatupis cäsucul licunanpä!” nil.,urubu-kaapor
"“Chayurá ya'a partïpi mana cayäcá, ya'ap cunträmi licaliyan; juntuyta mana yanapämäcá chi'iyächinmi. chi'iy: Waquincunaćhu'a “wichiy” nipäcunmi.",urubu-kaapor
Juc-jucpa licaycuyalñatacmi ichá juchacta lulayanqui. Chayurá Tayta Diospa camachicuyninta jalutacuśhayquipïmá quiquin camachicuynin cäraycuśhunqui.,urubu-kaapor
"Chaymi Tayta Diosman aśhuycunanchic llapan śhun'unchicwan, masïsu chalapacuyninchicwan, tantiayninchicpis śhun'unchicpis aychanchicpis chuya yacuwan-yupay lluy jinantin sumä chuyanchäśhaña.",urubu-kaapor
Chayćhu imacta ninanpä chay sänachishan nunapis cayaptinmi mana imamanpis artiyta atipapäculachu.,urubu-kaapor
"Chayurá, cuyaśhäcuna, cayta alcayalcäśhayquicamari callpanchaculcay Tayta Dios mana juchayu allincällaćhu jawcalla cawsayäta taliycälishunayquipä.",urubu-kaapor
Mansibacuypi “Uyalipäculanquitacmi ‘Amam mansibaculcanquichu’ nishanta.,urubu-kaapor
Cananpi'a paytam masta-masta allinninpa licapäcun'a; ya'actañatacmi ichá masta-masta mana cäpäña licapämänan.,urubu-kaapor
"Chaynütac Pablop cay cartanta ya'a isquirbimü Terciopis limaycälimucmi. Gayopis limaycälimuśhunquim. Paypa wasinćhümari ya'apis chaynütac llapa chalapacücunäpis juntunacuyalcá. Chaynütac malcap illay juntünin Erastopis limaycälishunquim, jinaman'a chalapacü-masinchic Cuartupis.",urubu-kaapor
Nilculmi chay maquin chaquïsha nunäta: “Chacchapacuy” nila. Chaynu chacchapacuptinmi jucca maquinnuy tuqui sänu licalïla.,urubu-kaapor
"Jesusmi achatup maquinpi juc walaśhta caćhaycachin Chay parti yaćhapacünincuna caśhancäman ćhälälimunanpämi achca-achca nunacunawan cayalcäñä, camachicuyta yaćhachïcücunäwan tapunacuśhtin. Chayćhu nunacunaca Jesusta licälälilmi “¡Pay śhamüñämá!” nil limaycälï aśhuycälila.",urubu-kaapor
"“Taytay, cay artishca cawsayal-lämi ‘Quimsa muyunpïtam śhalcamuśhä’ nishanta yalpayanchic.",urubu-kaapor
Cay pachäćhu pasacü camacä ñacaycunällawan ñacaśhanchiccämi wayuycun wiñaypä sumä-sumä jatun allinninchicpä mana imawanpis tincuycachinactalä canpis.,urubu-kaapor
"Juntunacuynin camacäluptinñatacmi, achca Israelcunaca Moisespa camachicuyninta atichï munäcunaca Pabloctawan Bernabëta atipäcula. Jinaptinmi paycuna nila: “Diosninchicman masïsu chalapaculcay paypa llaquipayninta jatun cuyacuyninta yaćhayalcalñá” nil.",urubu-kaapor
Chay niyällaptinmi Jairop nunancuna ćhälälimul payta nin: “Wamlayqui wañucunñam. Amañash yaćhachicücäta yan'al puśhanquiñachu” nil.,urubu-kaapor
Puydïcäñatacmi: “Alli-alli illaypa ćhaninwanmi ya'a Roma-läduman muyulá” nin. Niptinmi Pablo: “Ya'ami ichá taytäcunapïlä” nin.,urubu-kaapor
Caynu caśhanta Chuya Ispiritupis tantialpachimanchicmi cay nishanwan: “Tayta Dios caynütam niyan: ‘Chay muyun nunäcunamanmi limalicuśhä caypi: camachicuynïta umanmanmi ćhulaycuśhä; śhun'unmanpis isquirbiycuśhämi’ nil”.,urubu-kaapor
Willachimuśhancämi lulacacun Chayta Jesus tantiälulmi juc-läduman licula. Chayćhu achca nunacuna atipäcuptinmi llapa ishyäcunactapis sänalcachil:,urubu-kaapor
"Chayurá manam licaśhallanchicmanchu licat-licat cayanchic, aśhwanpa mana licaśhanchiccämanmari. Licaśhanchiccällá chincacüllam, camacällam. Mana licaśhanchiccämi ichá imaypis mana camacä wiñaypä can'a.",urubu-kaapor
"Cay yaćhachicuyta jamuyäcá manam nunallap yaćhachicuyllantachu jalutacuyan, sinu'a paynu canapä Chuya Ispiritunta umäninchic Diosninchictam.",urubu-kaapor
Chalapacuyninpatacmi Abraham awquishña cayalpis walmin Sara machüra cayaptinpis callpacta ćhasquipäcula chulin cananpä “Limalicamäca rasunpa lulaycun'am” nil. Chaymari cay nuna ultimunćhüña cayaptinpis limalicuśhanca lulacacüla milaynincuna achca-achcaman uyllurcunänuy lamar patanćhu awishquicunänuy milananpä.,urubu-kaapor
Jinamanmi nipäculatac: “Ya'anchicman Diosmi yanapaycü śhamumanchic” nil. Chaymi cay lluy lulaśhancunäta Judea jinantin malcacunäpis lluy yaćhälälila.,urubu-kaapor
"Cay caminaycüca canman: imapi mayanpis mana jamuyaycunallanpis cämi, juc walmiyüllam, chulincunapis chalapacü-camam, jinaman munaśhanćhu pulicüpä nï pasaypi cullu-camapä uchuyllactapis licaycälinmanchu.",urubu-kaapor
¿Manachun isquirbishancunaćhüpis lïgipäculanqui? Chayćhümi niyan: ‘Wasi luläcuna jalutacuśhan lumim mas allin puydï chaläninmanlä muyüla. Chay quiquin Tayta Dios lulaśhanpïmi licapayllaman camäśha cayalcá’ nil” nila.,urubu-kaapor
Chayurá willacüninta Diospi śhamuśhan-laycu ćhasquiycücätam Tayta Dios allinpa ćhasquiycun'a. Chaynütacmi nunacta allin caśhan-laycu ćhasquiycücätapis Tayta Dios allin nunätanüpis ćhasquiycun'a.,urubu-kaapor
Cushisha cäcunäwanpis cushiculcay-ari; wa'acücunäwanpis wa'aculcay-ari.,urubu-kaapor
Ñatac unaymi aychanchicpa munaynin maquinćhu cachimälanchic. Camachicuycäpis mana allin munayninchictam talcachï cala. Jinaptinmi wañuyllapäña wayuyculanchic.,urubu-kaapor
Rasunpa pay-laycu amcunawan cuscam ñacaycunchic unaypis cananpis licapämäśhayquinülla.,urubu-kaapor
Ñatac amcuna uyalicü-cama capäcuśhayquitá lluymi yaćhapäcun. Chaymi sumä cushicú. Ñatac munaycú allincäpä tantiayniyü-cama caycälinayquitam; mana allincätañatac uchuyllapis mana lulaycälïcama caycälinayquita.,urubu-kaapor
Ya'apäñatacmi ichá wañuná ji'acaycayämunña; licuná üra janäćhüñam cacuyan.,urubu-kaapor
"Imanuypa aycanuypapis allin tincüllanman lulaycü caśhayquita Dios licaycuśhunayquipä callpanchacuy. Chayćha ćhasquiycuśhunqui imapïtapis mana uyshuycaćhayä allin lulaycüta, jinaman tincüllanman cällanman allin willacuyta yaćhaycachïta.",urubu-kaapor
“Chayurá amcunapïtañam chalapacücunäta uwishta-yupaypis licaycul caminaycälinayqui. Yalpapäcuy-ari Dios quiquinpa yawarninwan lantishan nunanta michinayquipä Chuya Ispiritu ćhulaśhuśhayquita.,urubu-kaapor
Ya'a quiquilläpïtachu manam limayá. Aśhwanpa quiquin caćhamäní Taytämi camachimäla imanuypa yaćhachinäpäpis limanäpäpis. Yaćhämi paypa limaynin wiñay simpripä cawsachishanta. Chaymi Taytá nimäśhantanülla willacuyá” nila.,urubu-kaapor
Pablowan Bernabëmi Antioquiaman cutipämun Chaypi Pisidia malcacunap chimpämulmi Panfilia malcacunäman ćhämula. Chay Perga malcäćhu Diospi willacaycälishanpïmi Atalia malcäman pasacalcämula.,urubu-kaapor
Nipäcuptinmi Jesus: “Chayurá chalapacayalcämanquićhá ¿aw? Japalläta caćhaycälälimal wicta cayta chi'ipäcunayqui üraca jananchicćhüñam. Ñatac japallächu manam cayá; Taytämari ya'awan cusca cayan.,urubu-kaapor
"Jesusmi talpucüman tincuchin ,18-23; Chayćhu puliyaptin intiru malcacunäpi lluy juntunacälälimuptinmi tincuchiypa willala cay nil:",urubu-kaapor
Lluypäpis limapaycuynin Amñatac ichá allin yaćhachicuymannu yaćhaycachiy.,urubu-kaapor
"Chayćhümi Pablo: “Israel malca-masiquim cayá. Ciliciap Tarso malcanćhu näsilpis, cay Jerusalenćhümi Gamalielpa yaćhachicuyninćhu ishpilá. Paymi yaćhachimäla imaypis awquillunchiccunap camachicuyninta callpanchacul lluy manyapi lulanäpä. Ñatac canan amcuna lulapäcuśhayquinümi tucuy śhun'üwan lluy lulaynïćhu Diosta manchaculá.",urubu-kaapor
"“¿Imanipäcunquitan Dios Caćhamunan Salbacücäpi? Má, ¿amcunapïtá mayanpa caśhtantá canman?” nil. Niptinmi nipäcula: “Unay Mandacü Davidpïmi” nil.",urubu-kaapor
"Ñatac caywan Diospa nunancunacta pishipacuyllanćhüchu manam yanapayalcanqui, sinu'a Tayta Diosman sulpäta ucuytapis allictamari wayuycuyalcan. Chaynu upäcul'a chalapacuśhayquitam rasun caśhanta camalachipäcunqui. Chayurá manam paycunactapis juccunactapis yanapaycuy uycälishallayquipïchu Tayta Diosta altuman julun'a, sinu'a Jesuspi allin willacuśhayquimannuy cawsayniquipis tincuycuptinmari.",urubu-kaapor
Hebreocunaman Cartacuśhan Anjilcunäpïtapis Jesus'a mas-maslämi Tayta Diosmi unay timpućhu awquillunchiccunacta puydï willacünincunawan imaymanap imaymanawan limapäla.,urubu-kaapor
Nilcul yaycunanpämi wasi junta nuna cayalcäñä.,urubu-kaapor
Maynu wañupacuyalpis ¿mayantá juc üra masllactapis cawsayninta aśhuycachinman?,urubu-kaapor
"Caynu puśhaculpis manam cuscachu puñula, aśhta ishyacunancama. Ishyacüluptinñatacmi “Jesuswan” śhutichäla.",urubu-kaapor
Aśhwanpa Salbacü Jesusninchicta Duyñuyquitanuy śhun'uyquićhu uywaycäliy. Chaynütac shimi puntallayquićhu caycuchun alcaycapäcuśhayquipi tapupäcuśhuptiqui ima niycunayquipäpis.,urubu-kaapor
Yaćhämari ya'aćhu ima allinllapis mana caycuśhanta. Allincäta lulaycuypi maynu wañupaculpis manamá atipächu.,urubu-kaapor
Magdala Mariamanmi Jesus licalin ˻Chay simänap allaycuynin dumingu muyun śhalcamuśhan wälam Jesus licalimula puntallactá anćhish Satanaśhpa maquinćhu cayaptin sänachishan Magdalapi Mariaman.,urubu-kaapor
Tantiapäcuy: Janay pachäman cutiypi limayaptin'a tantiachimanchic janaypïta cay pachap luli sapincama ji'alpamuśhantam. Cay quiquin ji'alpamücätacmi janay pachäpa mas altunninmanlä ishpila lluy jinantinćhu cananpä.,urubu-kaapor
"Chaypïtam janay pachäpïta cay nimüta uyalïlú: “Ya'ap nunäcuna, chay malcapïta wayralla yalapämuy paycuna juchaculcäśhanta mana juchaculcänayquipä, plägacuna mana alcansaycapäcuśhunayquipä.",urubu-kaapor
"Chay tawan cawsäcunämi jucnin uycülun chay anćhish anjilcunäta anćhish ürupi ćhanćhacta, wiña-wiñay simpri cawsä Diospa piñacuynin juntayü-camacta.",urubu-kaapor
Caynu pinsaśhanta Jesus yaćhalmi nila: “¿Imanuypatá chaynu cälunman? Juc nasyunćhu quiquin-pula pilyapäcul'a lluyćha chincachinacunman. Chaynütacćha juc wasillaćhu pilyapäculpis pampaman muyuchinacunman.,urubu-kaapor
Israelcunämari Tayta Diospa aclacuśhan capäcula. Paycunactam chulinman muyuycachila. Jinaman sumä allin caynintapis licachila. Paycunamanmi limalicuyta limalicul camachicuytapis uycula. Paycunactam rasun imanuypa alawananpäpis yaćhaycachila.,urubu-kaapor
Ya'anuy cay Timoteo amcunapïpis llaquicu'a manam pipis canmanchu.,urubu-kaapor
"Ñatac Simon Pedrop śhullcan Andres yaćhapacüninñatacmi: “Cayćhu juc walaśhmi picha siwa tantactawan, ishcay challwacta uywayan. Ñatac chayllá ¿cay-chica nunapá imanpäpis ampá canmanchu?” nin.",urubu-kaapor
"Chayürallatacmi Jesus nila: “¡Yan'al-lätac fariseocunap, saduseocunap libadüra imanta ćhasquïlälinquiman!” nil.",urubu-kaapor
Ñä Jesusta calupïtalä licalculmi cürri-cürriwan śhalcamul ñawpäninman un'ulacuycula.,urubu-kaapor
"Chaypi yapa cutilculmi mañacula: “Taytay, cay pasanäcäpa pasanä captin'a jinari lulaśha cachun” nil.",urubu-kaapor
"Chaynu mana munaśhäta lulayapti'a manañam quiquïchu lulayá, sinu'a cay aychäćhu cä juchäñam.",urubu-kaapor
"Chayurá cuyaśhá Gayo, chay mana allin lulaycunäta ama-ari atichiychu, aśhwanpa allincällactari. Cay allincäta luläcá Tayta Diospam. Mana allincäta luläcämi ichá Tayta Diosta nï lisinchu.",urubu-kaapor
"tapula: “¿Chalapaculcäśhayqui üra, Chuya Ispiritu pudiracuycuśhulanquichun?” nil. Niptinmi: “Manam imaypis Chuya Ispiritupi'a uyalipäculächu” nipäcula. Niptinmi: “Chaynu captin'a bawtisacuśhayqui üra ¿‘piman chalapacú’ niltan bawtisaculcälanqui?” nin. Niptinmi: “Bawtisä Juan limapapämäśhanman chalapaculmi” nipäcula. Niptinmi: “Rasunpa Juan'a bawtisala Diosman cuticamücunätam. Ñatac ¿yalpanquichun ‘Ya'ap ipäta śhamücämanmi chalapaculcanqui’ nipäcuśhuśhayquita? Chay Jesuspïmari cala” nila. Nishanta uyalïlälilmi: “Cananpi'a Jesuspäñam caśhä” nil bawtisachiculcäla. Chayćhu Pablo maquinwan yataycuptinmi Diospa Ispiritun paycunapi pudiracuycula. Jinaptinmi mana yaćhaśhan limaycunaćhu Dios cüsapi limacuyalcan willacuynintapis willacücuyalcantac. Chay lulä nunacunaca ćhunca ishcayniyu umricunam capäcula.",urubu-kaapor
Lluy imactapis lulä Tayta Dios una-unaypi pacacuyninta imanuypa camalaycachinanta camalaycachinäpämi aclaycamäla.,urubu-kaapor
Jesusninchicpa cuyacuyninwan licaycälinacpi maynu sumä-sumä munaśhäta Diosninchic tuquictam yaćhan.,urubu-kaapor
Ama-ari juchäpa munayninwan aysachicuyalcaychu nïtac cäsucuyalcaychu.,urubu-kaapor
"Ama-ari illaculcaychu; aśhwanpa chalapacuyninpa, pasinsiayninpa limalicamäśhanchiccäta ćhasquïcunäta atiycälichiy.",urubu-kaapor
Ñatac Melquisedec'a Leví caśhta mana cayalpis Abraham ćhuncapïta-cama jucta uycuśhanta ćhasquilam. Jinaman imaypis allincäćhu cananpämi niycula Dios limalicuśhan nunätalä canpis.,urubu-kaapor
Chaynütac Diospa ćhïnicünin cayaptinchicpis chulinpa wañuyninwan caśhan jucllachayämaptinchicñá ¡maynüñaćhari cawsayninwan'a salbaycamäśhun!,urubu-kaapor
Chaynu ñawpalcul ashipämuptinmi mana mayanpis awnipäculachu Jerusalen malcäta lishanta tantialcälil.,urubu-kaapor
Allin luläcunapäñatacmi ichá jawca cayllaćhu altuman juluycuśha allinpa licaycuśha imalä capäcun'apis masqui Israel mana-Israel caśhtapis. Tayta Dios'a chaycuscactam llapa nunactapis licaycamanchic.,urubu-kaapor
Chaynu limaśhtin liyalcäśhanćhu yacuman ćhälälilmi chay puydï nunaca: “Cay-ari cayćhu yacu cayäñä; ¿Bawtisallämanquimanchun?” nila.,urubu-kaapor
"Cay licaśhayqui chucaru unay cawsalam, canan'a wañüśham cayan. Ñatac luli-luli wayüpi śhalcamun'a wiñay simpri sumä ñacayman linanpämi. Chay unay cawsal canan wañüśha cäcäta yapa śhalcamüta licälälilmi cay pacha allaycuyninpïta canancamapis cawsaypä cä librućhu śhutin mana isquirbishacunacá sumä licapayllaman camapäcun'a.",urubu-kaapor
Chaypïtam juc ürapïtanu'a jucpis nicuyan: “Caypis wic nunäwan pulï-ari. Galilea nunäpanüllam limacuyninpis cañä” nil.,urubu-kaapor
"Tawamhã ãne hã da'ahâ uptabi na da te wapari za'ra wa, ma tô ãma tatob'uzu za'ra ni, ĩsimirowasu'u na hã.",xavante
"Tawamhã 'râwi te te sima ãma ĩrosa'rata za'ra zém na, ma tô sina waihu'u, Zezusi hã. Taha wa, te tãma nharĩ za'ra: — E marĩ da, te ãne ĩ̱'ãma ĩrosa'rata za'ra wa'wa. Wa hã dawasédé hã te dama 're ĩ'apari waihu'u pese mono na, e niha te za ĩwaihu'u za'ra wa'wa, sena na ĩ̱waihu'u za'ra wa'aba da. Ĩhi'ré ma, wa tô tinha: “Aiwasédé hã 're ĩ'ab'manharĩ wasété mono zé hã, te ai'ãma 're ab'madâ'â mono õ di za oto.” Ãne hã ĩ̱mreme si wamhã, aima pibu prã za'ra wa'aba di tô. Ã hã ĩmorĩ'õ hã wahutu da, duré tiza'warizé hã te te sima âri da, oto morĩ da, te tãma nharĩ wapsi, te za ĩwaihu'u za'ra wa'wa, ĩ̱waihu'u pese na sena na ĩ̱waihu'u pese za'ra wa'aba da oto. Taha wapsi, aima pibu pese za'ra wa'aba di za oto. Ti'ai ãma dasiré ĩ̱podo hã ĩ̱ma waihu'u pese di, dawasédé te dama 're ĩ'apari mono da hã, 'Re ĩhâimana u'âsi mono zadawa para. Ãne na asiwi ĩ̱waihu'u za'ra wa'aba da, wa za ĩhi'ré ma tinha, wahutu da. Tawamhã ĩhi'ré ma, te tinha oto:",xavante
"“Asimipari pese aba wamhã, ma'ãpé wapari pese za'ra wa'aba, Ĩ̱mama pẽ'ẽzani hã ĩ̱zazei'wa norĩ ma, te te ĩrotizé hã.” — Ãne ma tô Zezusi hã ĩ̱ma waihu'u, Radiseza ãma ĩsazei'wa norĩ, siré 're ĩsi'rã'õtõ mono norĩ ma, te ãma rob'ui'éré da.",xavante
"— Wa za oto aima ãma romnhimiré'é za'ra wa'wa. Aibâ hã pone'ẽrebâ 100 na ĩsimizama hâiba hã misi tiwi 'masimani wamhã, e sô rĩtĩ mono õ di za. Te za tô sô 're rĩtĩ. Pone'ẽrebâire hã te za a'â rẽme za'ra 99 na ĩhâiba hã. Ĩsa'u rom na tisa te te 're huri mono ré, te za sô rĩtĩ, tiwi ĩsimani zô.",xavante
"Tawamhã Zezusi hã ãne na te te dama rowasu'u parimhã, ma tô ãma tatob'uzu za'ra ni, te te dama ĩrowahutuzém na hã. 'Re ĩhâimana u'âsi mono nhimiroti 'rata na rob'ui'éré na dama rowahutu'wa norĩ, simirowasu'u wapure na te te dama 're ĩrowahutu za'ra mono ne, te te dama 're rowahutu mono õ di, Zezusi hã. Simirowahutu pire uptabi na ma tô te te dama 're rowasu'u. Taha wa, ma ãma tatob'uzu za'ra ni, dama ĩwaihu'u'õ hã te te dama wasu'u wa.",xavante
"— Duré, ni'wam norĩ hã 'Re ĩhâimana u'âsi mono te te sima 're ĩwẽ za'ra mono zéb zarina, uburé marĩ ĩwẽ hã te te 're 'manharĩ za'ra mono da si, te te sima 're wẽ za'ra mono wa, da te tãma 're ĩrob'manharĩ wasété za'ra mono norĩ ma si, tãma 're rowẽ uptabi za'ra mono di za. E marĩ wa. 'Re ĩhâimana u'âsi mono hã ta norĩ ãma 're sib'a'uwẽ za'ra mono wa. — Ãne ma tô Zezusi hã tãma rowasu'u za'ra, tisiré 're ĩnomro mono norĩ ma.",xavante
"Taha wa, wa za aima roti za'ra wa'wa, 'râwi asina 're asõpré u'âsi aba mono da, 're anomro wẽ wa'aba mono zéb da. Sena na roti wẽ waihu'u'õ'wa ne, 're anomro wasété aba mono õ di za oto. Roti sena hã oto aima waihu'u pese za'ra wa'aba wa, te za ãma 're anomro wẽ wa'aba mo, tô sena roti wẽ zarina si.",xavante
"Romanuhu ma romhuri'wa, Zezusi hã te te ĩpesezé wasu'u Tawamhã te te dama roti parimhã, te oto mo Zezusi hã, Capana'u na 'ri nho'õmo nhisi u. Tawamhã ma tô wi.",xavante
"Tawamhã pi'õ hã te duré asa tãma tinha, ãne: — Apito, tô ĩbâ ma tane hã ĩ̱ma ĩwaihu. Tane nherẽ, wapsã hã wedeza zahâpâ ĩtede'wa sai'a'a hã te za te te 're huri, ĩsahâpâ 're ĩrere'e mono hã.",xavante
"Tawamhã daro mono bâ te za tô sena sô 're danhimipari za'ra, te te 're ĩda'anho'reptui mono zéb zô.” Ãne duréihã 'Re ĩhâimana u'âsi mono mreme na rob'ui'éré hã, Zezusihi ãma hã.",xavante
"Tawamhã Zezusi te wama nharĩ za'ra, ãne: — Ĩ̱sa hã te ĩ̱ma tihâiba, aima ĩwaihu'u'õ za'ra wa'wa hã.",xavante
"E Wamama nhimiroti hã tô sena uptabi hã waihu'u za'ra wa'aba õ wa, wa ãne ãma aima rob'ui'éré za'ra wa'wa. Mare di. Ãne wab õ di. Ĩsimiroti hã waihu'u pese za'ra wa'aba wa, wa ãne aima ãma rob'ui'éré za'ra wa'wa. Duré 're ĩdazadawa nhipese za'ra mono zé hã 'Re ĩhâimana u'âsi mono nhimiroti tô sena uptabi hawib õ na hã waihu'u pese za'ra wa'aba wa, wa ãne aima rob'ui'éré za'ra wa'wa.",xavante
